pl_name,hostname,discoverymethod,disc_year,disc_facility
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-235 e,Kepler-235,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 b,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-236 c,Kepler-236,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 b,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-237 c,Kepler-237,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 b,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 c,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 d,Kepler-238,Transit,2014,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 e,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-238 f,Kepler-238,Transit,2013,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 b,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-239 c,Kepler-239,Transit,2014,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 b,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 c,Kepler-24,Transit,2011,Kepler
Kepler-24 d,Kepler-24,Transit,2014,Kepler
Kepler-24 d,Kepler-24,Transit,2014,Kepler
Kepler-24 d,Kepler-24,Transit,2014,Kepler
Kepler-24 d,Kepler-24,Transit,2014,Kepler
Kepler-24 d,Kepler-24,Transit,2014,Kepler
Kepler-24 d,Kepler-24,Transit,2014,Kepler
Kepler-24 d,Kepler-24,Transit,2014,Kepler
Kepler-24 d,Kepler-24,Transit,2014,Kepler
Kepler-24 d,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-24 e,Kepler-24,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 b,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-240 c,Kepler-240,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 b,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-241 c,Kepler-241,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 b,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-242 c,Kepler-242,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 b,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-243 c,Kepler-243,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 b,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 c,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-244 d,Kepler-244,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 b,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 c,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 d,Kepler-245,Transit,2014,Kepler
Kepler-245 e,Kepler-245,Transit,2016,Kepler
Kepler-245 e,Kepler-245,Transit,2016,Kepler
Kepler-245 e,Kepler-245,Transit,2016,Kepler
Kepler-245 e,Kepler-245,Transit,2016,Kepler
Kepler-245 e,Kepler-245,Transit,2016,Kepler
Kepler-245 e,Kepler-245,Transit,2016,Kepler
Kepler-245 e,Kepler-245,Transit,2016,Kepler
Kepler-245 e,Kepler-245,Transit,2016,Kepler
Kepler-245 e,Kepler-245,Transit,2016,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 b,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-246 c,Kepler-246,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 b,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 c,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-247 d,Kepler-247,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 b,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-248 c,Kepler-248,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 b,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 c,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-249 d,Kepler-249,Transit,2014,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 b,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 c,Kepler-25,Transit,2011,Kepler
Kepler-25 d,Kepler-25,Radial Velocity,2014,W. M. Keck Observatory
Kepler-25 d,Kepler-25,Radial Velocity,2014,W. M. Keck Observatory
Kepler-250 b,Kepler-250,Transit,2014,Kepler
Kepler-250 b,Kepler-250,Transit,2014,Kepler
Kepler-250 b,Kepler-250,Transit,2014,Kepler
